74314.A05,言語科目Ａ,フランス語Ａ４,水3,佐藤　朋子,1年先導，観光デザイン，経済，地域，総合（文）優先,30,28,0,28,0,0,0,0
7431e.020,言語科目Ａ,フランス語Ａ３－１,木6,佐藤　朋子,全学生,30,1,0,1,0,0,0,0
7431e.A01,言語科目Ａ,フランス語Ａ３－１,火2,阪上　るり子,１年人文，法，国際優先,30,16,0,16,0,0,0,0
7431e.A02,言語科目Ａ,フランス語Ａ３－１,火2,岩津　航,１年人文，法，国際優先,30,28,0,28,0,0,0,0
7431e.A03,言語科目Ａ,フランス語Ａ３－１,木3,岩津　航,１年人文，法，国際優先,30,22,0,22,0,0,0,0
7431e.A04,言語科目Ａ,フランス語Ａ３－１,木4,南　コニー,1年先導，観光デザイン，経済，地域，総合（文）優先,30,20,0,20,0,0,0,0
7431e.A05,言語科目Ａ,フランス語Ａ３－１,木4,佐藤　朋子,1年先導，観光デザイン，経済，地域，総合（文）優先,30,27,0,27,0,0,0,0
7431g.032,言語科目Ａ,フランス語Ａ４－１,水5,佐藤　朋子,全学生,30,2,0,2,0,0,0,0
7431g.A01,言語科目Ａ,フランス語Ａ４－１,木3,阪上　るり子,１年人文，法，国際優先,30,16,0,16,0,0,0,0
7431g.A02,言語科目Ａ,フランス語Ａ４－１,木3,佐藤　朋子,１年人文，法，国際優先,30,30,0,30,0,0,0,0
7431g.A03,言語科目Ａ,フランス語Ａ４－１,火2,佐藤　朋子,１年人文，法，国際優先,30,23,0,23,0,0,0,0
7431g.A04,言語科目Ａ,フランス語Ａ４－１,水3,MENOULOICHENRIPAUL,1年先導，観光デザイン，経済，地域，総合（文）優先,30,18,0,18,0,0,0,0
7431g.A05,言語科目Ａ,フランス語Ａ４－１,水3,佐藤　朋子,1年先導，観光デザイン，経済，地域，総合（文）優先,30,28,0,28,0,0,0,0
74320.053,言語科目Ｂ,フランス語Ｂ,火5,岩津　航,２年以上限定,30,0,0,0,0,0,0,0
7432a.054,言語科目Ｂ,フランス語Ｂ－１,火5,岩津　航,２年以上限定,30,0,0,0,0,0,0,0
74330.058,言語科目Ｃ,フランス語Ｃ,水2,MENOULOICHENRIPAUL,３年以上限定,30,0,0,0,0,0,0,0
74330.061,言語科目Ｃ,フランス語Ｃ,木3,南　コニー,３年以上限定,30,0,0,0,0,0,0,0
74330.064,言語科目Ｃ,フランス語Ｃ,月2,MENOULOICHENRIPAUL,３年以上限定,30,0,0,0,0,0,0,0
74330.067,言語科目Ｃ,フランス語Ｃ,水4,MENOULOICHENRIPAUL,２年以上限定,30,0,0,0,0,0,0,0
74330.070,言語科目Ｃ,フランス語Ｃ,月5,MENOULOICHENRIPAUL,２年以上限定,30,0,0,0,0,0,0,0
74330.073,言語科目Ｃ,フランス語Ｃ,木2,阪上　るり子,２年以上限定,30,0,0,0,0,0,0,0
7433a.059,言語科目Ｃ,フランス語Ｃ－１,水2,MENOULOICHENRIPAUL,３年以上限定,30,0,0,0,0,0,0,0
7433a.062,言語科目Ｃ,フランス語Ｃ－１,木3,南　コニー,３年以上限定,30,0,0,0,0,0,0,0
7433a.065,言語科目Ｃ,フランス語Ｃ－１,月2,MENOULOICHENRIPAUL,３年以上限定,30,0,0,0,0,0,0,0
7433a.068,言語科目Ｃ,フランス語Ｃ－１,水4,MENOULOICHENRIPAUL,２年以上限定,30,0,0,0,0,0,0,0
7433a.071,言語科目Ｃ,フランス語Ｃ－１,月5,MENOULOICHENRIPAUL,２年以上限定,30,0,0,0,0,0,0,0
7433a.074,言語科目Ｃ,フランス語Ｃ－１,木2,阪上　るり子,２年以上限定,30,0,0,0,0,0,0,0
74413.013,言語科目Ａ,ロシア語Ａ３,火2,武田　昭文,全学生,30,1,0,1,0,0,0,0
74413.016,言語科目Ａ,ロシア語Ａ３,火3,武田　昭文,全学生,30,4,0,4,0,0,0,0
74414.019,言語科目Ａ,ロシア語Ａ４,木3,BONDARENKOOXANA,全学生,30,4,0,4,0,0,0,0
74414.022,言語科目Ａ,ロシア語Ａ４,木4,BONDARENKOOXANA,全学生,30,2,1,2,0,0,0,0
7441e.014,言語科目Ａ,ロシア語Ａ３－１,火2,武田　昭文,全学生,30,1,0,1,0,0,0,0
7441e.017,言語科目Ａ,ロシア語Ａ３－１,火3,武田　昭文,全学生,30,4,0,4,0,0,0,0
7441g.020,言語科目Ａ,ロシア語Ａ４－１,木3,BONDARENKOOXANA,全学生,30,4,0,4,0,0,0,0
7441g.023,言語科目Ａ,ロシア語Ａ４－１,木4,BONDARENKOOXANA,全学生,30,2,1,2,0,0,0,0
